occ_code,occupation_title,major_group_code,major_group_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,adoption_gap_absolute,observed_to_theoretical_ratio,underadoption_ratio,total_employment,annual_mean_wage,job_zone,digital_information_index,interpersonal_index,physical_index,decision_index,compliance_index,log_total_employment,log_annual_mean_wage,digital_information_index_z,interpersonal_index_z,physical_index_z,decision_index_z,compliance_index_z,job_zone_factor,regression_weight
15-2041,Statisticians,15,Computer and Mathematical,0.2107,1,0.913684210526316,0.7893,0.2107,0.7893,31370,99450,5,5.318333333333333,3.24125,1.093,3.518333333333333,4.1825,10.353639178266699,11.507410284282118,1.7903445332971821,-1.5886062341693203,-1.7728095301905304,-0.8724562897875647,0.5307169566075386,5,31370
15-1254,Web Developers,15,Computer and Mathematical,0.4802,1,0.9615384615384616,0.5198,0.4802,0.5198,84820,81320,3,4.286666666666666,3.3550000000000004,1.068,3.723333333333333,4.02,11.348298432631331,11.306147267742283,0.7049702496760242,-1.3277560007017415,-1.797220268939698,-0.39253907542199407,0.24189572429789696,3,84820
15-1255,Web and Digital Interface Designers,15,Computer and Mathematical,0.249,1,1,0.751,0.249,0.751,82380,95460,4,4.364999999999999,3.4375,0.97,3.516666666666667,3.0250000000000004,11.319110106785054,11.466462590559887,0.7873815442320731,-1.1385679192856972,-1.8929103648364358,-0.876358055758015,-1.5265788981519015,4,82380
17-3021,Aerospace Engineering and Operations Technologists and Technicians,17,Architecture and Engineering,0,0.55,0.45,0.55,0,1,10900,73510,3,4.3549999999999995,3.8725,2.6959999999999997,4.233333333333333,4.5600000000000005,9.296609807128359,11.205176730368134,0.7768609534376841,-0.14103076272836682,-0.20759296159389687,0.8014013115362549,1.2016708962807046,3,10900
17-2011,Aerospace Engineers,17,Architecture and Engineering,0.0753,0.9285714285714284,0.8928571428571428,0.8532714285714283,0.08109230769230771,0.9189076923076924,56640,122970,4,5.483333333333333,3.895,2,3.5833333333333335,4.105,10.944488383578978,11.719695702166494,1.9639342814046046,-0.08943401325126361,-0.8871879283707258,-0.7202874169399439,0.3929714458137105,4,56640
17-2021,Agricultural Engineers,17,Architecture and Engineering,0,0.7777777777777777,0.6666666666666666,0.7777777777777777,0,1,1120,87350,4,5.409999999999999,3.5375,2.99,3.483333333333333,4.85,7.02197642307216,11.377678315562203,1.8867832822457493,-0.9092490327207935,0.07947732609631594,-0.9543933751670527,1.7171057108640617,4,1120
17-1011,"Architects, Except Landscape and Naval",17,Architecture and Engineering,0.0784,0.9069767441860463,0.6976744186046512,0.8285767441860463,0.08644102564102565,0.9135589743589744,100400,91900,5,4.316666666666666,3.985,2.34,3.58,4.12,11.516927446349527,11.428456308343778,0.7365320220591922,0.11695298465714922,-0.5552018813820451,-0.7280909488808476,0.4196318672576768,5,100400
17-3011,Architectural and Civil Drafters,17,Architecture and Engineering,0,0.96,0.86,0.96,0,1,101310,60620,3,3.885,3.7125,1.722,3.4233333333333333,4.475,11.525950272692917,11.012380150611794,0.28239318610138975,-0.5079409812322128,-1.1586353432614709,-1.0948569501033163,1.050595174764891,3,101310
17-2031,Bioengineers and Biomedical Engineers,17,Architecture and Engineering,0.1328,0.9487179487179488,0.8205128205128205,0.8159179487179488,0.13997837837837837,0.8600216216216217,17190,101020,4,5.398333333333333,3.435,2.062,3.42,4.545,9.752141270041493,11.523073796022043,1.874509259652296,-1.1443008914498196,-0.82664929627279,-1.10266048204422,1.1750104748367367,4,17190
17-1021,Cartographers and Photogrammetrists,17,Architecture and Engineering,0.08,1,0.84,0.92,0.08,0.92,12610,73510,4,4.206666666666667,4.0425,1.518,3.733333333333333,4.615,9.442324727955874,11.205176730368134,0.6208055233209111,0.24881134443197,-1.3578269714546793,-0.3691284795992838,1.2994257749085825,4,12610
17-2041,Chemical Engineers,17,Architecture and Engineering,0,0.8461538461538463,0.6153846153846154,0.8461538461538463,0,1,24180,121840,4,4.93,3.49,2.2620000000000005,3.736666666666667,4.4350000000000005,10.093322479806597,11.710463987569044,1.381794924115066,-1.0181755038391223,-0.6313633862794477,-0.36132494765837897,0.979500717580981,4,24180
17-3022,Civil Engineering Technologists and Technicians,17,Architecture and Engineering,0.0776,1,0.6818181818181819,0.9224,0.0776,0.9224,64170,58000,3,3.765,4.1899999999999995,2.3739999999999997,3.78,4.07,11.069306674229184,10.968198289528557,0.15614609656871914,0.5870567021152006,-0.5220032766831771,-0.2598790324266332,0.3307637957777877,3,64170
17-2051,Civil Engineers,17,Architecture and Engineering,0.0081,0.9086580086580086,0.7372294372294372,0.9005580086580086,0.00891424487851357,0.9910857551214864,304310,95490,4,4.507777777777777,3.860833333333334,2.083333333333333,3.7688888888888887,4.5,12.625805483769348,11.466776808944248,0.9375922016852974,-0.16778463282760464,-0.8058187992068337,-0.28589080556297836,1.0950292105048363,4,304310
17-2061,Computer Hardware Engineers,17,Architecture and Engineering,0.1453,0.9090909090909092,0.4545454545454546,0.7637909090909092,0.15983,0.84017,73750,136230,4,5.476666666666667,3.4575,1.64,3.3733333333333335,4.775,11.208449833432173,11.822099912760107,1.956920554208345,-1.0927041419727164,-1.238702566358741,-1.2119099292168696,1.583803603644229,4,73750
17-2071,Electrical Engineers,17,Architecture and Engineering,0.059,0.84375,0.65625,0.7847500000000001,0.06992592592592592,0.930074074074074,186020,107890,4,5.1850000000000005,3.837499999999999,2.568,4.203333333333333,4.6899999999999995,12.133614849548055,11.588867468545386,1.6500699893719926,-0.2212923730260854,-0.33257594398963525,0.7311695240681221,1.4327278821284153,4,186020
17-3023,Electrical and Electronic Engineering Technologists and Technicians,17,Architecture and Engineering,0.0202,0.6226415094339622,0.5660377358490566,0.6024415094339622,0.03244242424242424,0.9675575757575756,101450,69070,3,4.2283333333333335,3.7025,2.944,3.943333333333333,4.369999999999999,11.52733120227783,11.142875762083019,0.6436001367087543,-0.5308728698887026,0.03456156679784708,0.12249403267764197,0.8639722246571224,3,101450
17-3012,Electrical and Electronics Drafters,17,Architecture and Engineering,0.0889,0.9574468085106382,0.7234042553191489,0.8685468085106383,0.09285111111111112,0.9071488888888888,20830,67090,3,3.7416666666666663,3.68,1.7939999999999998,3.5400000000000005,4.27,9.944197540783914,11.113790280556934,0.13159805138181033,-0.5824696193658058,-1.088332415663868,-0.8217333321716896,0.6862360816973442,3,20830
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,17,Architecture and Engineering,0,0.5182926829268293,0.3934531450577663,0.5182926829268293,0,1,11590,63880,3,4.023333333333334,3.7225,3.318,3.71,4.375,9.357984213888745,11.064761602328948,0.4279280254237756,-0.4850090925757219,0.3997462184853962,-0.42375320318560805,0.8728590318051127,3,11590
17-2072,"Electronics Engineers, Except Computer",17,Architecture and Engineering,0.0999,0.8788515406162465,0.6715686274509804,0.7789515406162465,0.11367107569721116,0.8863289243027889,107170,115490,4,4.6691666666666665,3.6175,2.054,3.748333333333333,4.2075,11.582180968632997,11.656939225109133,1.1073828475614131,-0.7257939234688705,-0.8344607326725237,-0.33401258586521737,0.5751509923474823,4,107170
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",17,Architecture and Engineering,0,0.4819923371647509,0.4758620689655173,0.4819923371647509,0,1,73600,68290,2,4.269166666666667,3.77125,3.535,3.778333333333333,4.6025,11.206413891581187,11.131518621955134,0.6865592157858439,-0.37321613537533127,0.6116314308281721,-0.26378079839708557,1.2772087570386097,2,73600
17-2199,"Engineers, All Other",17,Architecture and Engineering,0.0659,0.8478464810043758,0.6861205356118707,0.7819464810043758,0.07772633545867119,0.9222736645413288,151940,107800,4,4.615833333333334,3.673125,2.37875,3.72125,4.218125000000001,11.9312475665809,11.588032937457033,1.0512730299913378,-0.5982352928171428,-0.5173652363208348,-0.3974162828850585,0.5940354575369606,4,151940
17-3025,Environmental Engineering Technologists and Technicians,17,Architecture and Engineering,0.1029,0.7105263157894737,0.631578947368421,0.6076263157894737,0.14482222222222224,0.8551777777777778,14910,56590,4,3.5933333333333337,3.8925,3.0900000000000003,3.7433333333333336,4.025,9.609854474590907,10.94358757013657,-0.02445737873496266,-0.09516698541538607,0.1771202810929869,-0.3457178837765715,0.2507825314458873,4,14910
17-2081,Environmental Engineers,17,Architecture and Engineering,0.0358,0.9814814814814814,0.7592592592592592,0.9456814814814812,0.03647547169811321,0.9635245283018868,42660,100220,4,4.941666666666666,3.854999999999999,2.7120000000000006,3.61,4.525,10.661040432913284,11.515123048513715,1.39406894670852,-0.18116156787722712,-0.19197008879442864,-0.6578591614127158,1.1394632462447818,4,42660
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17,Architecture and Engineering,0,0.91,0.6661538461538461,0.91,0,1,22870,99700,4,4.665,3.8025,2.657,3.926666666666667,4.625,10.037625011465359,11.50992095594993,1.1029992680637513,-0.3015539833237989,-0.24567371404259822,0.08347637297312627,1.31719938920456,4,22870
17-3026,Industrial Engineering Technologists and Technicians,17,Architecture and Engineering,0,0.66548463356974,0.5682624113475176,0.66548463356974,0,1,62030,61230,4,4.173333333333333,3.828749999999999,2.802,3.921666666666667,4.0249999999999995,11.03538953906888,11.022392544472,0.5857368873396128,-0.24135777560051455,-0.10409142929742544,0.0717710750617701,0.25078253144588575,4,62030
17-2112,Industrial Engineers,17,Architecture and Engineering,0.0367,0.9249138804457954,0.7458827920865995,0.8882138804457954,0.03967936991313302,0.960320630086867,293950,95200,4,4.614583333333333,3.86625,2.5124999999999997,3.7416666666666663,4.355,12.59116836576372,11.463735220779457,1.0499579561420385,-0.1553631931386735,-0.3867677840127879,-0.3496196497470249,0.8373118032131577,4,293950
17-1012,Landscape Architects,17,Architecture and Engineering,0,0.8421052631578947,0.6842105263157894,0.8421052631578947,0,1,17430,74980,4,3.608333333333333,3.78,2.22,3.483333333333333,4.025,9.766005509214866,11.224976690289903,-0.00867649254337959,-0.35315073280090314,-0.6723734273780497,-0.9543933751670527,0.2507825314458873,4,17430
17-2121,Marine Engineers and Naval Architects,17,Architecture and Engineering,0.0358,0.7368421052631579,0.5438596491228069,0.7010421052631579,0.04858571428571429,0.9514142857142858,7380,97820,4,4.596666666666667,3.78,3.118,3.65,4.75,8.906664409770052,11.490884334093348,1.0311085643020914,-0.35315073280090314,0.20446030849205432,-0.5642167781218728,1.5393695679042836,4,7380
17-2131,Materials Engineers,17,Architecture and Engineering,0,0.8292682926829269,0.4878048780487805,0.8292682926829269,0,1,21530,101950,4,5.133333333333334,3.609999999999999,2.348,3.513333333333333,4.275,9.977249036098181,11.532237776002601,1.5957136036009814,-0.742992839961241,-0.5473904449823114,-0.8841615876989198,0.6951228888453345,4,21530
17-3013,Mechanical Drafters,17,Architecture and Engineering,0,0.9310344827586208,0.8620689655172413,0.9310344827586208,0,1,47760,62650,3,3.7183333333333337,3.4975,1.802,3.693333333333334,4.105,10.773964685870737,11.045318960324215,0.10705000619490293,-1.0009765873467549,-1.0805209792641342,-0.4627708628901248,0.3929714458137105,3,47760
17-3027,Mechanical Engineering Technologists and Technicians,17,Architecture and Engineering,0.0683,0.6479591836734693,0.4625850340136054,0.5796591836734692,0.10540787401574804,0.894592125984252,40180,63390,3,4.026666666666666,3.94875,3.351,3.6916666666666664,3.9425,10.601149526063207,11.057061399278211,0.431434889021904,0.03382488827737194,0.4319683936342975,-0.46667262886057825,0.1041502135040689,3,40180
17-2141,Mechanical Engineers,17,Architecture and Engineering,0.0813,0.8564037087703298,0.6948046815625476,0.7751037087703297,0.09493186352115976,0.9050681364788402,278240,97000,4,4.74,3.6791666666666663,2.4033333333333333,3.44,4.326666666666666,12.536242923601202,11.48246625748552,1.181903699021671,-0.5843806100871813,-0.49336134321748665,-1.0558392903987985,0.7869532293745521,4,278240
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",17,Architecture and Engineering,0,0.8518518518518519,0.5925925925925926,0.8518518518518519,0,1,7370,100450,4,4.8116666666666665,3.5700000000000003,2.6119999999999997,3.893333333333333,4.53,8.905308661189288,11.51741537024308,1.25730126638146,-0.8347203945871994,-0.2896130437911005,0.0054410535640886165,1.1483500533927704,4,7370
17-2161,Nuclear Engineers,17,Architecture and Engineering,0,0.8500000000000001,0.7000000000000001,0.8500000000000001,0,1,12670,121760,4,5.288333333333333,3.3125,2.038,3.4333333333333336,5.145,9.447071196798909,11.709807173095513,1.758782760914014,-1.4252165274918265,-0.850083605471991,-1.071446354280605,2.2414273325954093,4,12670
17-2171,Petroleum Engineers,17,Architecture and Engineering,0,0.8888888888888888,0.7777777777777777,0.8888888888888888,0,1,22100,145720,4,4.89,3.7225000000000006,1.6800000000000002,3.943333333333334,4.015,10.003378135350923,11.8894422511225,1.339712560937509,-0.48500909257572083,-1.1996453843600725,0.12249403267764405,0.2330089171499082,4,22100
17-3031,Surveying and Mapping Technicians,17,Architecture and Engineering,0,0.9148936170212766,0.9148936170212766,0.9148936170212766,0,1,56070,49810,3,3.89,3.6725,2.992,3.89,4.09,10.934374023807974,10.815971046067329,0.2876534814985847,-0.5996685358581743,0.08143018519624914,-0.002362478376814109,0.36631102436974267,3,56070
17-1022,Surveyors,17,Architecture and Engineering,0.0022,0.8708333333333333,0.6791666666666667,0.8686333333333334,0.00252631578947368,0.9974736842105264,46390,68880,4,4.97,3.8025,3.688,3.795,4.885,10.744860753883362,11.140121139101613,1.423877287292623,-0.3015539833237989,0.7610251519730785,-0.22476313869256673,1.7793133608999847,4,46390
19-4012,Agricultural Technicians,19,"Life, Physical, and Social Science",0.0058,0.6767676767676768,0.49747474747474746,0.6709676767676768,0.00857014925373134,0.9914298507462688,13560,44850,3,3.6533333333333338,3.855,3.710000000000001,3.588333333333334,3.76,9.514953305087944,10.711078867486941,0.03866616603137288,-0.1811615678772251,0.7825066020723468,-0.7085821190285877,-0.22021824739752774,3,13560
19-1011,Animal Scientists,19,"Life, Physical, and Social Science",0,0.9375,0.9375,0.9375,0,1,2790,80390,5,5.296666666666666,3.7875,2.9059999999999997,4.026666666666666,4.345,7.934155233536322,11.294645069322007,1.7675499199093379,-0.3359518163085347,-0.0025427561008880945,0.31758233120023194,0.8195381889171787,5,2790
19-3091,Anthropologists and Archeologists,19,"Life, Physical, and Social Science",0.1354,0.8275862068965517,0.7413793103448276,0.6921862068965517,0.16360833333333333,0.8363916666666666,6650,66800,5,5.121666666666667,3.6225,2.5580000000000003,3.236666666666667,3.575,8.802522498284421,11.109458359524737,1.5834395810075272,-0.7143279791406256,-0.34234023948930214,-1.5318547387939168,-0.549030111873118,5,6650
19-2011,Astronomers,19,"Life, Physical, and Social Science",0.3849,0.8125,0.59375,0.4276,0.47372307692307697,0.5262769230769231,1930,139410,5,5.651666666666666,3.1125,1.802,3.26,3.675,7.565793282428515,11.845174510747134,2.1410308931101567,-1.883854300621634,-1.0805209792641342,-1.4772300152075923,-0.3712939689133397,5,1930
19-2021,Atmospheric and Space Scientists,19,"Life, Physical, and Social Science",0.038,0.9565217391304348,0.8695652173913043,0.9185217391304348,0.03972727272727272,0.9602727272727272,8520,96880,4,5.366666666666667,3.65,1.57,3.61,3.875,9.050288983827956,11.481228378226973,1.8411940554700639,-0.6512652853352774,-1.3070526348564104,-0.6578591614127158,-0.015821682993781644,4,8520
19-1021,Biochemists and Biophysicists,19,"Life, Physical, and Social Science",0.0756,0.7727272727272727,0.6818181818181819,0.6971272727272727,0.09783529411764706,0.902164705882353,35050,113460,5,5.824999999999999,3.2875000000000005,2.2960000000000003,3.893333333333333,4.575,10.464559422726214,11.639205630880559,2.323387800212903,-1.4825462491330512,-0.5981647815805798,0.0054410535640886165,1.2283313177246709,5,35050
19-1029,"Biological Scientists, All Other",19,"Life, Physical, and Social Science",0.2452,0.8458843548763805,0.7077347749288959,0.6006843548763805,0.2898741401072894,0.7101258598927106,47050,90010,5,5.164166666666667,3.4256249999999997,2.2705,3.516666666666667,3.955,10.758987398772785,11.40767605425113,1.6281520918836812,-1.16579953706528,-0.6230637351047309,-0.876358055758015,0.12636723137404157,5,47050
19-4021,Biological Technicians,19,"Life, Physical, and Social Science",0.0599,0.6333333333333333,0.4666666666666667,0.5734333333333334,0.09457894736842104,0.9054210526315788,76150,51770,4,4.243333333333333,3.475,2.978,3.0133333333333336,3.675,11.240473490213446,10.854566109895947,0.6593810229003378,-1.0525733368238581,0.06776017149671543,-2.0546913788344563,-0.3712939689133397,4,76150
